College Name|College ID|USN|Stundet Name|10th Percentage|12th Percentage|College CGPA|Course|Coding Test Time|Coding Test Score
Timothy Rodriguez|TIMO|TIMO03209|Sean Thompson|78.4|80.5 %|8.9|CSE-AI|31 Dec 2022 11:18:07-0300|3
Ryan Gonzalez|RYAN|RYAN03210|Robert Rush|94.5|75.4 %|9.5|MECH|02 Aug 2022 17:17:56+0800|6
Raymond Russell|RAYM|RAYM03211|Kathleen Smith|93.9|97.7 %|9.6|CSE-ML|22 May 2023 00:23:29+0530|1
Andrew Murphy|ANDR|ANDR03212|Elizabeth Cox|81.0|87.2 Perc|8.4|CSE-AI|13 Mar 2023 19:21:35+0530|10
Andrew Murphy|ANDR|ANDR03213|Jeffrey Rivera|90.0|96.0 Perc|8.2|CSE-AI|22 May 2023 00:23:29+0530|6
Pamela Harris|PAME|PAME03214|Paula Mullins|97.2|95.6 %|9.7|CSE|01 Nov 2022 20:54:09+0530|12
Andrew Diaz|ANDR|ANDR03215|Paige Young|84.1|77.3|7.6|CSE-AI|26 Nov 2022 23:51:05+0800|8
Michelle Pineda|MICH|MICH03216|Donna Oconnor|83.7|79.7 %|7.6|CSE|07 Jul 2022 08:00:09-0400|11
Laura Sawyer|LAUR|LAUR03217|Lauren Brown DDS|75.7|84.3|9.6|CSE|08 Jul 2022 17:34:59+0530|8
William Webster|WILL|WILL03218|Henry Garrett|79.9|94.7 %|8.3|MECH|24 Oct 2022 20:47:08+0530|7
Mr. Joshua Summers DDS|MR. |MR. 03219|Megan Huber|90.9|83.0|9.6|CSE|27 Feb 2023 03:55:58+0530|5
William Webster|WILL|WILL03220|Gerald Foster|95.3|77.3 %|8.6|CSE|11 Dec 2022 05:29:06+0530|14
Erik Herrera|ERIK|ERIK03221|Kelly Parsons|76.9|94.5 %|8.2|MECH|27 May 2023 04:03:26+0530|0
Brandon Barker|BRAN|BRAN03222|Tonya Carlson|86.2|93.1 %|8.6|MECH|15 Mar 2023 13:17:14-0300|10
Raymond Russell|RAYM|RAYM03223|Peter White|92.4|83.6 Perc|9.4|MECH|28 Jan 2023 00:05:14+0800|10
Alexis Dean|ALEX|ALEX03224|Cynthia Taylor|83.6|86.9 Perc|8.5|MECH|22 Oct 2022 15:49:52+0000|4
Traci Maynard|TRAC|TRAC03225|David Carter|75.3|93.7|8.9|CSE|26 Dec 2022 20:53:47-0300|1
Andrew Murphy|ANDR|ANDR03226|Carol Brown|91.3|77.1 Perc|9.0|MECH|07 Feb 2023 00:31:16+0800|11
Pamela Harris|PAME|PAME03227|Sarah Montoya|78.5|84.4 %|9.4|MECH|03 Sep 2022 15:08:29+0000|11
William Webster|WILL|WILL03228|Vincent Chase|99.1|98.8 %|8.3|CSE-AI|27 Oct 2022 23:09:55+0000|10
Mr. Joshua Summers DDS|MR. |MR. 03229|Andrew Cantrell|87.0|88.8 Perc|9.3|CSE-ML|13 Sep 2022 21:00:35+0800|8
Christopher Mcneil|CHRI|CHRI03230|Nicole Paul|99.2|89.7 Perc|9.4|CSE-ML|15 Dec 2022 20:38:32+0800|10
Cheryl Adams|CHER|CHER03231|Nicole Morrow|86.1|82.2 %|8.0|CSE-AI|10 Apr 2023 11:20:44+0000|4
Lauren Jones|LAUR|LAUR03232|Austin Rodriguez|86.6|77.9 Perc|7.6|CSE|24 Dec 2022 17:03:55-0300|6
Raymond Russell|RAYM|RAYM03233|Kenneth Obrien|90.7|86.7 %|7.5|MECH|21 Mar 2023 21:34:57+0000|10
Andrew Diaz|ANDR|ANDR03234|Kylie Smith|78.8|82.1 %|8.9|CSE-AI|09 Jan 2023 20:24:04-0300|12
Lauren Jones|LAUR|LAUR03235|Jonathan Wright|98.6|90.9|9.6|MECH|05 Aug 2022 13:00:50+0530|4
Pamela Harris|PAME|PAME03236|Rebecca Rivera|99.8|82.3 Perc|9.9|MECH|31 Jul 2022 22:57:06+0000|6
Cheryl Adams|CHER|CHER03237|Norma Jimenez|86.2|97.9 %|9.6|MECH|10 Apr 2023 11:20:44+0000|3
Raymond Russell|RAYM|RAYM03238|Rachel Carter|99.5|88.7 Perc|9.4|MECH|28 Mar 2023 09:12:21+0530|0
William Webster|WILL|WILL03239|Loretta Campos|77.7|83.7 %|7.5|CSE-ML|23 Feb 2023 23:52:40+0800|7
Andrew Murphy|ANDR|ANDR03240|Rita Estrada|75.3|94.2 %|8.8|MECH|22 May 2023 10:53:25+0530|13
William Webster|WILL|WILL03241|James Reynolds|85.8|81.1 Perc|9.0|CSE-AI|21 Aug 2022 23:51:59-0400|2
Ryan Gonzalez|RYAN|RYAN03242|Gerald Tyler|78.0|95.1|8.1|CSE|28 Mar 2023 03:57:14+0000|7
William Webster|WILL|WILL03243|Lauren Cochran|92.3|87.8 %|8.7|CSE-AI|20 Oct 2022 10:33:01+0530|2
William Webster|WILL|WILL03244|Megan Harris|87.2|93.4 Perc|7.7|MECH|05 May 2023 09:19:59+0800|12
Erik Herrera|ERIK|ERIK03245|Stacey Andrews|92.8|85.7 %|8.1|CSE-ML|30 Oct 2022 02:17:19+0530|9
Pamela Harris|PAME|PAME03246|William Carrillo|82.7|89.4|9.7|CSE-ML|31 Aug 2022 23:40:44+0800|1
Christopher Mcneil|CHRI|CHRI03247|Samantha Soto|92.0|83.9|9.0|CSE-ML|18 Apr 2023 20:06:14+0000|6
Laura Sawyer|LAUR|LAUR03248|Brandon Henderson|97.4|97.6 %|9.1|MECH|03 Dec 2022 06:20:44+0000|7
Pamela Harris|PAME|PAME03249|Dr. Jason Schultz|95.4|95.4|7.6|CSE|27 Apr 2023 02:31:16+0530|10
Andrew Diaz|ANDR|ANDR03250|Larry Walker|75.5|77.5|8.8|CSE|18 Mar 2023 23:39:11+0800|10
Alexis Dean|ALEX|ALEX03251|Mary Ramsey|95.7|95.0 %|8.5|CSE|27 Oct 2022 17:22:45+0000|3
Christopher Mcneil|CHRI|CHRI03252|Beverly Campbell|90.3|94.0 %|9.6|MECH|16 Apr 2023 18:02:47+0000|14
Lauren Jones|LAUR|LAUR03253|Richard Villanueva|83.3|86.9 %|8.9|CSE|06 Oct 2022 19:27:53+0000|9
Ryan Gonzalez|RYAN|RYAN03254|Christian Foster|85.1|89.7|8.6|CSE|10 Apr 2023 12:57:53+0800|4
Christopher Mcneil|CHRI|CHRI03255|Timothy Franco|80.5|88.3 Perc|9.7|MECH|12 May 2023 15:36:08+0530|13
Andrew Diaz|ANDR|ANDR03256|Amy Thomas|82.2|95.4 %|7.8|CSE|06 Apr 2023 05:28:36-0400|2
Timothy Rodriguez|TIMO|TIMO03257|Wendy Key|93.3|96.7 Perc|8.9|MECH|30 May 2023 07:41:00+0530|5
Traci Maynard|TRAC|TRAC03258|Brenda Thomas|87.0|75.8|9.7|CSE|28 Feb 2023 20:26:20+0530|11
Cheryl Adams|CHER|CHER03259|Thomas Novak|75.2|80.0 Perc|8.3|CSE-ML|05 Jan 2023 21:39:09+0800|10
Traci Maynard|TRAC|TRAC03260|Jo Yang|96.5|91.2 %|7.6|MECH|20 Oct 2022 09:40:08+0000|4
Andrew Murphy|ANDR|ANDR03261|Randy Blevins|84.5|76.0 %|7.5|CSE-ML|27 Oct 2022 23:43:24-0300|2
Traci Maynard|TRAC|TRAC03262|Joshua Mendez|77.1|75.7 Perc|9.9|CSE-AI|25 Apr 2023 21:54:33+0800|6
Andrew Diaz|ANDR|ANDR03263|Melissa Coleman PhD|75.5|90.5|8.9|MECH|30 Jan 2023 10:47:56+0530|9
Erik Herrera|ERIK|ERIK03264|Steve Brandt|95.3|85.9 Perc|8.7|CSE-ML|25 Jun 2022 12:01:04+0000|13
Traci Maynard|TRAC|TRAC03265|Todd Lee|75.2|93.6 %|8.2|MECH|05 Mar 2023 15:03:39-0300|12
Pamela Harris|PAME|PAME03266|Amanda Blankenship|95.3|90.3 %|9.5|MECH|04 Jan 2023 01:38:29+0800|10
Michelle Pineda|MICH|MICH03267|Timothy Lopez|90.2|81.1 Perc|9.7|CSE|17 Jul 2022 09:27:19-0400|14
Christopher Mcneil|CHRI|CHRI03268|Jessica Holmes|85.0|81.2 Perc|9.2|CSE|16 Aug 2022 23:41:09+0000|13
Alexis Dean|ALEX|ALEX03269|Sharon Rios|77.7|84.8 %|9.0|MECH|02 Mar 2023 08:54:31+0800|3
Traci Maynard|TRAC|TRAC03270|Shannon Anderson|85.9|90.9 %|9.4|MECH|13 Mar 2023 17:11:18-0300|13
Mitchell Scott|MITC|MITC03271|Jordan Jones|87.3|85.9 Perc|9.9|CSE-ML|27 Jun 2022 15:10:38+0800|10
Michael Green|MICH|MICH03272|Aimee Wise|78.9|76.7 Perc|8.3|CSE-AI|17 Jul 2022 08:56:21-0400|10
Pamela Harris|PAME|PAME03273|Scott White|86.3|97.2 %|9.5|CSE-AI|27 Feb 2023 10:41:44+0800|7
Michael Green|MICH|MICH03274|Carl Anderson|84.1|77.2|8.9|CSE-ML|26 Dec 2022 19:27:04+0530|0
William Webster|WILL|WILL03275|Mary Lee|91.5|95.0 %|9.2|CSE-ML|27 Oct 2022 17:22:45+0000|0
Mr. Joshua Summers DDS|MR. |MR. 03276|Emma Choi|97.3|85.0 %|7.8|MECH|28 Jul 2022 03:18:43-0400|5
Lauren Jones|LAUR|LAUR03277|Jason Peterson|92.6|87.4|9.4|MECH|28 Jan 2023 12:12:57-0300|2
Ryan Gonzalez|RYAN|RYAN03278|Christy Wilson|77.7|93.7 %|9.7|CSE|01 May 2023 19:18:24+0530|1
Andrew Murphy|ANDR|ANDR03279|Dawn Harris|75.7|99.1|9.9|CSE-ML|18 Aug 2022 11:37:51+0000|12
Michael Green|MICH|MICH03280|Ray Steele|98.0|80.0 %|7.7|CSE-ML|15 May 2023 19:34:15+0800|9
Andrew Murphy|ANDR|ANDR03281|Allen Lopez|77.1|93.7|8.9|CSE-AI|14 Jun 2022 05:31:06+0530|0
Raymond Russell|RAYM|RAYM03282|Amy Bush|89.5|79.7|9.8|MECH|15 Aug 2022 05:30:59+0530|0
Joseph Horton|JOSE|JOSE03283|Nathan Holland|93.8|76.2 Perc|8.7|MECH|21 Oct 2022 16:44:19+0530|3
Erik Herrera|ERIK|ERIK03284|Keith Butler|99.8|81.0 Perc|8.1|CSE|26 Feb 2023 13:11:09+0000|7
Traci Maynard|TRAC|TRAC03285|Kenneth Moon|81.3|91.5 Perc|7.6|CSE-AI|21 Aug 2022 19:50:37+0800|1
Mr. Joshua Summers DDS|MR. |MR. 03286|Cheyenne Murphy|95.1|96.7|8.4|CSE-ML|05 Feb 2023 21:59:42+0000|12
Raymond Russell|RAYM|RAYM03287|Jennifer Murphy|91.1|75.0 Perc|9.5|CSE-ML|06 Jul 2022 12:27:15-0400|14
Timothy Rodriguez|TIMO|TIMO03288|Harold Peterson|84.7|86.2 %|7.7|MECH|27 Apr 2023 02:31:16+0530|0
Michael Green|MICH|MICH03289|Carrie Anderson|75.1|85.5 %|8.5|CSE-AI|18 Nov 2022 00:10:32+0800|5
Timothy Rodriguez|TIMO|TIMO03290|Sherri Newman|92.6|81.7|7.9|MECH|25 Dec 2022 10:51:24-0300|4
Christopher Mcneil|CHRI|CHRI03291|Donna Cole|92.8|81.2|9.0|MECH|31 Jul 2022 22:57:06+0000|1
Joseph Horton|JOSE|JOSE03292|Edwin Taylor|87.9|87.3|9.6|CSE-ML|07 Jul 2022 00:01:39+0000|6
Laura Sawyer|LAUR|LAUR03293|Laura Mejia|96.7|75.8|8.0|MECH|01 Nov 2022 20:54:09+0530|11
Pamela Harris|PAME|PAME03294|Justin Beck|85.2|80.3 %|8.1|CSE-AI|21 Nov 2022 08:30:46+0800|1
Timothy Rodriguez|TIMO|TIMO03295|Isabella Nelson|87.0|98.7 %|8.9|CSE|05 Mar 2023 15:03:39-0300|13
Mitchell Scott|MITC|MITC03296|Brittany Wood|88.6|75.8 %|9.1|MECH|03 Feb 2023 20:40:18+0800|14
Cheryl Adams|CHER|CHER03297|Allison Mcdonald|94.7|79.4 %|9.2|CSE|18 Mar 2023 05:48:29+0000|2
Erik Herrera|ERIK|ERIK03298|Jason Johnson|89.1|96.6|9.3|CSE-ML|29 Jul 2022 15:46:24-0400|8
Mitchell Scott|MITC|MITC03299|Shawn Williams|86.1|81.5|9.7|MECH|23 Jun 2022 20:41:14+0530|12
Raymond Russell|RAYM|RAYM03300|Neil Castaneda|77.5|90.8|9.4|MECH|20 Aug 2022 11:51:55-0400|6
Cheryl Adams|CHER|CHER03301|John Miranda|83.7|92.6|9.8|CSE|09 Jun 2022 19:38:25+0800|2
Mitchell Scott|MITC|MITC03302|Shaun Nguyen|96.1|85.1 %|9.8|MECH|20 Oct 2022 09:40:08+0000|8
Brandon Barker|BRAN|BRAN03303|David Morgan|94.1|83.0|7.5|CSE-AI|16 Nov 2022 06:23:21+0530|7
Cheryl Adams|CHER|CHER03304|Debra Juarez|95.7|96.0 Perc|9.1|MECH|24 Mar 2023 14:47:26+0530|12
Christopher Mcneil|CHRI|CHRI03305|Cassandra Russell|90.8|83.4|9.6|MECH|18 Oct 2022 11:58:54-0300|14
Michael Green|MICH|MICH03306|Kathleen Johnson|99.5|78.0 %|8.6|MECH|15 May 2023 19:34:15+0800|1
Alexis Dean|ALEX|ALEX03307|Katherine Hall|77.6|93.4|8.9|CSE-AI|04 Oct 2022 20:37:53+0000|10
William Webster|WILL|WILL03308|Darryl Hoffman|83.7|81.8 Perc|8.6|CSE|27 May 2023 03:28:44+0800|0
Laura Sawyer|LAUR|LAUR03309|Thomas Hughes|83.3|77.4 Perc|9.4|MECH|25 Jul 2022 12:05:30-0400|7
Brandon Barker|BRAN|BRAN03310|Colleen Burns|83.3|77.0 %|8.2|MECH|12 Oct 2022 20:30:37+0800|4
Laura Sawyer|LAUR|LAUR03311|Wanda Stevenson|85.3|77.4 %|8.2|MECH|14 Nov 2022 20:17:35+0000|0
Laura Sawyer|LAUR|LAUR03312|Laurie Brown|91.7|98.9|9.2|CSE|21 Mar 2023 21:34:57+0000|12
Lauren Jones|LAUR|LAUR03313|Tina Lloyd|83.0|99.2 %|7.6|MECH|26 Oct 2022 06:01:23+0530|14
Andrew Diaz|ANDR|ANDR03314|Pamela Smith|81.3|95.5|8.4|MECH|05 Jul 2022 07:59:05-0400|2
Mr. Joshua Summers DDS|MR. |MR. 03315|James Carr|96.0|98.3 Perc|9.6|CSE|18 Mar 2023 20:52:04+0530|9
Alexis Dean|ALEX|ALEX03316|John West|98.3|83.3|7.6|CSE-AI|01 Nov 2022 06:50:01+0530|14
Timothy Rodriguez|TIMO|TIMO03317|Donald Greene|94.0|97.6 %|9.0|CSE-AI|20 Aug 2022 11:51:55-0400|6
Alexis Dean|ALEX|ALEX03318|Diane Haynes|76.4|88.5 %|8.4|MECH|20 Oct 2022 10:33:01+0530|9
Christopher Mcneil|CHRI|CHRI03319|Diana Nelson|92.4|78.4|9.2|MECH|27 May 2023 04:03:26+0530|13
Mr. Joshua Summers DDS|MR. |MR. 03320|Michelle Hanna|99.0|99.2 %|8.1|MECH|06 Apr 2023 05:28:36-0400|13
Alexis Dean|ALEX|ALEX03321|Anita Tran|81.1|97.2 %|9.9|CSE|03 Jul 2022 14:11:40+0800|5
Mr. Joshua Summers DDS|MR. |MR. 03322|Michael Ayers|78.2|97.3 Perc|8.8|CSE-ML|06 Sep 2022 13:30:38-0400|12
Joseph Horton|JOSE|JOSE03323|Ashley Casey|76.4|95.6 %|9.1|CSE-ML|26 Feb 2023 07:47:48-0300|5
Mr. Joshua Summers DDS|MR. |MR. 03324|Brittany Wilcox|85.8|77.7|7.8|CSE-ML|17 Jun 2022 22:54:05-0400|5
Christopher Mcneil|CHRI|CHRI03325|Michelle Phillips|81.0|82.1 Perc|7.6|MECH|28 Feb 2023 20:26:20+0530|8
Christopher Mcneil|CHRI|CHRI03326|Claudia Hudson|91.1|84.7 Perc|8.3|MECH|17 Nov 2022 18:00:40-0300|13
Mitchell Scott|MITC|MITC03327|Phillip Daniels|75.1|83.8 Perc|8.4|CSE-ML|31 Dec 2022 11:18:07-0300|12
Andrew Murphy|ANDR|ANDR03328|Joshua Cole|96.6|82.5|7.8|CSE-ML|23 Dec 2022 23:35:36-0300|6
Pamela Harris|PAME|PAME03329|Mary Kennedy|92.9|90.9|9.1|CSE-ML|29 Aug 2022 23:51:54-0400|13
Joseph Horton|JOSE|JOSE03330|Dennis Martinez|95.8|92.2 %|8.4|CSE-AI|09 Apr 2023 11:00:33-0400|8
Laura Sawyer|LAUR|LAUR03331|Cathy Gutierrez|85.2|90.1 %|7.7|MECH|20 Jan 2023 21:08:38-0300|13
William Webster|WILL|WILL03332|Brianna Snyder|94.9|94.6 Perc|7.6|CSE|09 Sep 2022 01:50:10+0000|6
Mitchell Scott|MITC|MITC03333|Megan Haas|91.6|83.5|8.2|CSE-AI|02 Mar 2023 08:54:31+0800|3
Timothy Rodriguez|TIMO|TIMO03334|Thomas Edwards|85.9|78.9 Perc|9.3|MECH|30 May 2023 07:41:00+0530|0
Brandon Barker|BRAN|BRAN03335|Christopher Dean|96.3|98.4 %|8.3|CSE-AI|15 Jun 2022 16:54:02+0000|11
Alexis Dean|ALEX|ALEX03336|Edwin Moore|76.6|93.5|7.5|CSE|17 Sep 2022 04:49:36-0300|14
Andrew Murphy|ANDR|ANDR03337|Stephanie Adkins|97.1|76.7|8.1|MECH|30 May 2023 17:22:18+0530|0
Michael Green|MICH|MICH03338|Dr. Kathy Cunningham MD|94.4|94.4 Perc|8.6|MECH|09 Oct 2022 02:01:53+0530|6
Lauren Jones|LAUR|LAUR03339|Jason Bowen|87.4|86.1|9.5|CSE-AI|24 Aug 2022 23:02:34+0000|13
Mitchell Scott|MITC|MITC03340|Jesse Johnson|94.0|87.9 Perc|9.3|MECH|19 Jan 2023 07:04:49+0530|6
Pamela Harris|PAME|PAME03341|Kenneth Sandoval|87.6|77.7 %|8.5|CSE-ML|30 May 2023 17:22:18+0530|14
Michael Green|MICH|MICH03342|Keith Stephens|92.9|85.5 %|8.1|CSE|04 Jun 2023 11:17:22+0530|11
Brandon Barker|BRAN|BRAN03343|Brenda Cruz|77.1|83.8 Perc|9.6|CSE-ML|30 Oct 2022 02:17:19+0530|11
Michael Green|MICH|MICH03344|Becky Robbins|97.4|78.6|7.6|CSE-AI|21 Jul 2022 02:42:34-0400|11
Ryan Gonzalez|RYAN|RYAN03345|Tiffany Maldonado|83.1|82.2|8.5|MECH|21 Aug 2022 19:50:37+0800|6
Timothy Rodriguez|TIMO|TIMO03346|Ethan Gilbert|86.9|80.3 %|9.8|CSE-AI|16 Sep 2022 07:38:03-0300|14
Traci Maynard|TRAC|TRAC03347|David Schultz|82.5|80.4 Perc|9.0|MECH|23 Sep 2022 11:32:00+0000|14
Pamela Harris|PAME|PAME03348|Beth Smith|87.1|89.0 %|8.5|CSE|19 Apr 2023 01:42:32+0000|2
Joseph Horton|JOSE|JOSE03349|Austin Klein|78.1|75.6 %|9.7|MECH|15 Dec 2022 20:38:32+0800|12
Brandon Barker|BRAN|BRAN03350|Mr. Edward Atkinson MD|96.9|91.9 Perc|7.7|CSE|21 Jun 2022 07:16:18-0400|7
Michelle Pineda|MICH|MICH03351|Sheila Ryan|85.9|79.6 %|8.9|MECH|29 Aug 2022 09:56:48-0400|6
Brandon Barker|BRAN|BRAN03352|Timothy Rose|89.2|91.1 %|9.6|MECH|17 Nov 2022 10:41:40+0800|2
Alexis Dean|ALEX|ALEX03353|Shannon Jones|79.9|76.7 Perc|9.0|CSE-AI|27 Feb 2023 10:41:44+0800|9
Laura Sawyer|LAUR|LAUR03354|Anthony Mills|85.7|86.2 %|9.7|MECH|23 Jul 2022 07:48:41+0000|2
Mr. Joshua Summers DDS|MR. |MR. 03355|Randy Fletcher|96.1|83.9 Perc|9.2|CSE-ML|17 Jan 2023 02:42:02+0530|6
Raymond Russell|RAYM|RAYM03356|Donald Cook|82.3|96.3 %|8.4|CSE-AI|14 Mar 2023 08:56:43+0530|1
Raymond Russell|RAYM|RAYM03357|Joshua Hodges|86.8|97.5 Perc|9.9|CSE|07 Nov 2022 21:30:30+0530|14
Joseph Horton|JOSE|JOSE03358|Troy Martin|85.9|91.9|8.6|MECH|22 May 2023 10:53:25+0530|13
Ryan Gonzalez|RYAN|RYAN03359|Janet Wise|99.3|95.3 Perc|8.7|CSE-AI|06 Oct 2022 19:27:53+0000|11
Brandon Barker|BRAN|BRAN03360|Megan Castillo|75.0|81.3 Perc|9.7|CSE-ML|04 Oct 2022 08:47:25+0000|3
Mr. Joshua Summers DDS|MR. |MR. 03361|Jeremiah Johnson|90.5|93.7 Perc|8.9|CSE-ML|18 Aug 2022 11:37:51+0000|5
Andrew Murphy|ANDR|ANDR03362|Daniel Bond|92.2|75.5|8.5|MECH|17 Jan 2023 02:42:02+0530|4
Ryan Gonzalez|RYAN|RYAN03363|Jennifer Russell|95.2|91.9 Perc|8.2|MECH|04 Jan 2023 01:38:29+0800|5
Joseph Horton|JOSE|JOSE03364|Morgan Jones|84.9|94.2 %|8.9|MECH|26 Nov 2022 20:27:02-0300|3
Christopher Mcneil|CHRI|CHRI03365|Destiny Lee DDS|91.7|87.2 %|9.3|MECH|10 Apr 2023 11:20:44+0000|4
Joseph Horton|JOSE|JOSE03366|Daniel Simpson|75.7|97.3|7.7|CSE|03 Apr 2023 08:15:16+0800|12
Mitchell Scott|MITC|MITC03367|Jasmine Pacheco|85.1|87.9 Perc|8.0|MECH|24 Oct 2022 20:47:08+0530|11
Erik Herrera|ERIK|ERIK03368|Jessica Jones|82.2|84.7 Perc|9.7|CSE-AI|13 Dec 2022 16:03:27+0800|12
Timothy Rodriguez|TIMO|TIMO03369|Paul Guerra|75.3|80.6 Perc|8.2|MECH|15 Jun 2022 16:54:02+0000|6
Ryan Gonzalez|RYAN|RYAN03370|Ryan Turner|94.3|80.4 %|9.2|CSE-ML|06 Jan 2023 14:40:10+0000|5
Mitchell Scott|MITC|MITC03371|Robert Jones|97.3|90.0 Perc|9.9|MECH|08 Oct 2022 09:46:37+0800|11
Mitchell Scott|MITC|MITC03372|Julie Pollard|79.9|76.3|8.9|CSE|14 Nov 2022 20:17:35+0000|5
Joseph Horton|JOSE|JOSE03373|Jasmine Mack|96.8|96.9 Perc|8.2|CSE|27 Oct 2022 23:09:55+0000|8
Traci Maynard|TRAC|TRAC03374|Kevin Santos|95.0|75.7 Perc|9.3|CSE|04 Sep 2022 22:59:54-0400|11
Brandon Barker|BRAN|BRAN03375|Christine May|92.9|79.2|9.9|MECH|03 Jul 2022 09:11:53+0800|5
Andrew Murphy|ANDR|ANDR03376|Susan Patel|79.3|80.4 %|8.9|CSE-AI|01 Nov 2022 20:54:09+0530|8
Raymond Russell|RAYM|RAYM03377|Charlotte Wilson|89.9|87.3 Perc|9.8|MECH|18 Aug 2022 13:58:31+0000|12
Mitchell Scott|MITC|MITC03378|Abigail Conway|90.9|95.2 Perc|9.9|CSE-AI|01 Dec 2022 14:07:06+0800|3
Cheryl Adams|CHER|CHER03379|Jeremiah Dean|92.5|99.7 %|9.8|CSE-AI|26 Aug 2022 03:40:36+0000|4
Ryan Gonzalez|RYAN|RYAN03380|David Gonzalez|85.3|99.2 Perc|7.7|MECH|01 Nov 2022 06:50:01+0530|12
Cheryl Adams|CHER|CHER03381|Hayley Jones|89.3|82.2|7.7|MECH|24 Nov 2022 07:44:17+0800|13
Pamela Harris|PAME|PAME03382|Terri Clark|95.3|89.8 Perc|9.5|MECH|27 Apr 2023 02:31:16+0530|4
Andrew Diaz|ANDR|ANDR03383|Mrs. Angela Davis DDS|75.8|97.8|8.0|CSE-AI|13 Aug 2022 00:27:52+0000|7
Timothy Rodriguez|TIMO|TIMO03384|Tina Carpenter|99.9|97.2 Perc|7.6|CSE-AI|27 Feb 2023 03:55:58+0530|10
Pamela Harris|PAME|PAME03385|James Jones|77.6|79.5|9.5|MECH|09 Sep 2022 01:50:10+0000|13
Christopher Mcneil|CHRI|CHRI03386|Caitlin Steele|88.1|94.9|9.7|CSE|18 Oct 2022 16:46:24+0800|9
Timothy Rodriguez|TIMO|TIMO03387|Sarah Bonilla|94.3|82.9|8.4|MECH|08 Jun 2022 12:16:16-0400|13
Timothy Rodriguez|TIMO|TIMO03388|Luis Jones|83.4|76.0|9.1|CSE|08 Nov 2022 15:02:26+0530|14
Brandon Barker|BRAN|BRAN03389|Vanessa Hernandez|75.1|99.3|9.1|MECH|18 Dec 2022 11:45:47+0000|11
Alexis Dean|ALEX|ALEX03390|Devin Hart|88.7|94.4 Perc|7.9|CSE-ML|15 Apr 2023 09:22:49+0000|14
Joseph Horton|JOSE|JOSE03391|April Palmer|98.0|75.6 %|9.4|CSE-ML|09 Oct 2022 02:01:53+0530|8
Mr. Joshua Summers DDS|MR. |MR. 03392|Danny Miller|94.8|97.8|7.7|CSE-AI|04 Jun 2023 01:06:49-0400|14
Michelle Pineda|MICH|MICH03393|Antonio Miller|99.2|95.7 Perc|7.6|CSE|12 Feb 2023 11:47:11-0300|7
Raymond Russell|RAYM|RAYM03394|Lori White|95.8|80.1 %|9.3|CSE-ML|07 Nov 2022 17:01:14+0800|12
Timothy Rodriguez|TIMO|TIMO03395|Andrew Miller|97.1|97.0 Perc|9.1|CSE-AI|03 Nov 2022 12:12:29+0530|11
Michael Green|MICH|MICH03396|Lisa Mclaughlin|78.6|96.8 Perc|8.8|MECH|13 Jun 2022 01:59:13-0400|2
Mitchell Scott|MITC|MITC03397|Mary Cortez|94.4|75.7 Perc|9.4|MECH|04 Nov 2022 09:58:20+0800|3
Brandon Barker|BRAN|BRAN03398|Ashley Davis|76.6|93.3|9.8|MECH|07 Nov 2022 17:01:14+0800|6
Alexis Dean|ALEX|ALEX03399|Anthony Jones|99.7|94.6 %|9.0|CSE|04 Nov 2022 09:58:20+0800|1
Ryan Gonzalez|RYAN|RYAN03400|John Hawkins|93.4|78.4 Perc|7.6|MECH|06 Oct 2022 19:27:53+0000|6
Laura Sawyer|LAUR|LAUR03401|Christina Baldwin|76.3|93.8|9.7|CSE-ML|21 Aug 2022 19:50:37+0800|10
Lauren Jones|LAUR|LAUR03402|Morgan Brown|92.0|75.0|8.1|CSE-ML|01 Jan 2023 08:33:06+0530|1
Mr. Joshua Summers DDS|MR. |MR. 03403|Michael Hurley|84.0|76.9|9.3|CSE|03 Aug 2022 19:45:59+0530|11
Michael Green|MICH|MICH03404|Julia Wright|99.1|91.1|7.7|CSE-ML|29 May 2023 16:42:40+0800|12
Timothy Rodriguez|TIMO|TIMO03405|David Lee MD|98.1|91.5|9.8|CSE-ML|17 Feb 2023 06:58:07+0000|10
William Webster|WILL|WILL03406|Bobby Arnold|92.1|94.1 Perc|9.6|MECH|16 Nov 2022 06:23:21+0530|11
Lauren Jones|LAUR|LAUR03407|Sara Hunt|93.5|92.7 %|9.2|MECH|17 Dec 2022 07:04:17-0300|5
Timothy Rodriguez|TIMO|TIMO03408|Joanne Hernandez|94.4|84.7 %|8.7|MECH|03 Jul 2022 14:11:40+0800|0
Michael Green|MICH|MICH03409|Max Kim|81.8|99.3 Perc|8.0|CSE-AI|03 Oct 2022 13:49:09+0530|8
Traci Maynard|TRAC|TRAC03410|Robert Fitzgerald|77.1|95.6 %|9.9|MECH|23 Sep 2022 11:32:00+0000|11
Joseph Horton|JOSE|JOSE03411|Sarah Weaver|80.9|86.4 %|8.3|CSE-ML|09 Apr 2023 22:29:24-0400|14
Cheryl Adams|CHER|CHER03412|Elizabeth Rosales|94.9|99.7|9.8|CSE|07 Oct 2022 22:02:53+0530|7
Mitchell Scott|MITC|MITC03413|Wendy Clarke|79.0|88.1 %|8.8|CSE-ML|10 Dec 2022 02:06:14-0300|12
Andrew Diaz|ANDR|ANDR03414|Dustin Dixon|85.5|79.8 %|9.4|CSE|14 Feb 2023 14:26:31+0530|8
